UserID,DestinationID,ExperienceRating,Name_x,State,Type,BestTimeToVisit,AverageRating,Name_y,Preferences,Gender,NumberOfAdults,NumberOfChildren,GroupSize,Interests,Age,Budget,DurationDays,PreferredClimate,TravelStyle,SuggestedDestinations,RecommendedActivities
878,732,1,Goa Beaches,Goa,Beach,Nov-Mar,3.0,Meera,"Nature, Adventure",Female,1,2,3,"['Nature', 'Adventure']",23,47001,9,Moderate,Explorer,Beach in Goa,"Sunbathing, Surfing"
951,734,4,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.0,Karan,"City, Historical",Male,1,2,3,"['City', 'Historical']",21,41652,5,Tropical,Cultural,Nature in Kerala,"Boating, Birdwatching"
688,966,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.333333333333333,Kavya,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",47,32019,10,Moderate,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
902,216,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Anika,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",48,59688,7,Moderate,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
533,559,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Riya,"Nature, Adventure",Female,1,1,2,"['Nature', 'Adventure']",26,31786,10,Dry,Explorer,Nature in Kerala,"Boating, Birdwatching"
234,884,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.5,Ritvik,"City, Historical",Male,1,0,1,"['City', 'Historical']",19,7477,6,Moderate,Cultural,Nature in Kerala,"Boating, Birdwatching"
9,959,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.0,Riya,"City, Historical",Female,2,0,2,"['City', 'Historical']",28,21134,8,Humid,Cultural,Nature in Kerala,"Boating, Birdwatching"
781,284,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,1.0,Anika,"Beaches, Historical",Female,1,0,1,"['Beaches', 'Historical']",21,17132,6,Moderate,Relaxed,Nature in Kerala,"Boating, Birdwatching"
739,554,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Arjun,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",60,35394,8,Dry,Relaxed,Nature in Kerala,"Boating, Birdwatching"
649,871,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Dhruv,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",32,51441,9,Humid,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
463,10,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,3.0,Karan,"Beaches, Historical",Male,1,2,3,"['Beaches', 'Historical']",26,35460,3,Cold,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
631,394,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Riya,"Beaches, Historical",Female,1,2,3,"['Beaches', 'Historical']",54,24552,7,Tropical,Relaxed,Nature in Kerala,"Boating, Birdwatching"
708,127,4,Goa Beaches,Goa,Beach,Nov-Mar,3.0,Dhruv,"City, Historical",Male,1,1,2,"['City', 'Historical']",44,30738,3,Tropical,Cultural,Beach in Goa,"Sunbathing, Surfing"
891,796,3,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.0,Karan,"City, Historical",Male,1,1,2,"['City', 'Historical']",37,26886,7,Tropical,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
488,532,2,Goa Beaches,Goa,Beach,Nov-Mar,1.0,Anika,"Nature, Adventure",Female,1,0,1,"['Nature', 'Adventure']",40,8028,3,Tropical,Explorer,Beach in Goa,"Sunbathing, Surfing"
554,933,1,Jaipur City,Rajasthan,City,Oct-Mar,,Kavya,"Nature, Adventure",Female,1,2,3,"['Nature', 'Adventure']",56,25305,8,Humid,Explorer,City in Rajasthan,"Shopping, Nightlife"
957,404,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Saanvi,"City, Historical",Female,1,0,1,"['City', 'Historical']",47,7498,6,Tropical,Cultural,Nature in Kerala,"Boating, Birdwatching"
296,348,5,Jaipur City,Rajasthan,City,Oct-Mar,3.333333333333333,Vivaan,"Nature, Adventure",Male,1,0,1,"['Nature', 'Adventure']",44,12579,7,Cold,Explorer,City in Rajasthan,"Shopping, Nightlife"
295,916,1,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,4.0,Hitesh,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",36,16898,4,Moderate,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
234,872,2,Goa Beaches,Goa,Beach,Nov-Mar,2.0,Ritvik,"City, Historical",Male,1,0,1,"['City', 'Historical']",27,9683,9,Moderate,Cultural,Beach in Goa,"Sunbathing, Surfing"
306,223,3,Jaipur City,Rajasthan,City,Oct-Mar,2.5,Meera,"City, Historical",Female,2,1,3,"['City', 'Historical']",21,29091,5,Tropical,Cultural,City in Rajasthan,"Shopping, Nightlife"
18,883,1,Jaipur City,Rajasthan,City,Oct-Mar,,Vivaan,"City, Historical",Male,1,0,1,"['City', 'Historical']",56,5762,6,Cold,Cultural,City in Rajasthan,"Shopping, Nightlife"
297,659,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,5.0,Hitesh,"City, Historical",Male,1,1,2,"['City', 'Historical']",49,15172,9,Tropical,Cultural,Nature in Kerala,"Boating, Birdwatching"
882,814,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,1.0,Vivaan,"City, Historical",Male,1,1,2,"['City', 'Historical']",38,14364,5,Dry,Cultural,Nature in Kerala,"Boating, Birdwatching"
809,396,1,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.0,Rohan,"Nature, Adventure",Male,1,2,3,"['Nature', 'Adventure']",31,18009,4,Tropical,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
591,893,1,Jaipur City,Rajasthan,City,Oct-Mar,2.0,Hitesh,"City, Historical",Male,1,1,2,"['City', 'Historical']",50,28218,7,Cold,Cultural,City in Rajasthan,"Shopping, Nightlife"
65,494,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Pooja,"Nature, Adventure",Female,2,1,3,"['Nature', 'Adventure']",19,58344,4,Moderate,Explorer,Nature in Kerala,"Boating, Birdwatching"
290,682,1,Goa Beaches,Goa,Beach,Nov-Mar,3.333333333333333,Riya,"Nature, Adventure",Female,2,1,3,"['Nature', 'Adventure']",30,15123,5,Dry,Explorer,Beach in Goa,"Sunbathing, Surfing"
217,188,2,Jaipur City,Rajasthan,City,Oct-Mar,4.0,Ishaan,"Beaches, Historical",Male,1,1,2,"['Beaches', 'Historical']",48,12048,3,Cold,Relaxed,City in Rajasthan,"Shopping, Nightlife"
977,395,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,3.0,Vivaan,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",21,14046,8,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
859,880,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Dhruv,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",42,58092,3,Humid,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
29,505,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Diya,"Nature, Adventure",Female,2,0,2,"['Nature', 'Adventure']",56,31074,7,Moderate,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
747,660,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Isha,"City, Historical",Female,1,0,1,"['City', 'Historical']",27,7255,5,Cold,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
61,339,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,5.0,Dhruv,"Beaches, Historical",Male,2,2,4,"['Beaches', 'Historical']",51,77488,10,Dry,Relaxed,Nature in Kerala,"Boating, Birdwatching"
906,330,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Arjun,"City, Historical",Male,1,1,2,"['City', 'Historical']",46,13334,10,Cold,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
442,433,3,Jaipur City,Rajasthan,City,Oct-Mar,,Tanvi,"Beaches, Historical",Female,1,0,1,"['Beaches', 'Historical']",57,9105,4,Humid,Relaxed,City in Rajasthan,"Shopping, Nightlife"
450,419,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.333333333333333,Pooja,"City, Historical",Female,1,2,3,"['City', 'Historical']",42,51546,6,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
18,582,1,Goa Beaches,Goa,Beach,Nov-Mar,,Vivaan,"City, Historical",Male,1,0,1,"['City', 'Historical']",40,6514,6,Dry,Cultural,Beach in Goa,"Sunbathing, Surfing"
446,105,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Saanvi,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",52,24020,9,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
222,223,4,Jaipur City,Rajasthan,City,Oct-Mar,2.5,Rohan,"City, Historical",Male,1,1,2,"['City', 'Historical']",44,39402,6,Dry,Cultural,City in Rajasthan,"Shopping, Nightlife"
852,874,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Dhruv,"City, Historical",Male,2,2,4,"['City', 'Historical']",38,61572,10,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
328,303,4,Jaipur City,Rajasthan,City,Oct-Mar,,Saanvi,"Beaches, Historical",Female,2,0,2,"['Beaches', 'Historical']",59,32472,6,Humid,Relaxed,City in Rajasthan,"Shopping, Nightlife"
537,804,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Hitesh,"City, Historical",Male,2,0,2,"['City', 'Historical']",39,24612,4,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
431,621,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.0,Arjun,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",34,27538,9,Cold,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
423,619,4,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Aarav,"City, Historical",Male,1,2,3,"['City', 'Historical']",48,22011,7,Dry,Cultural,Nature in Kerala,"Boating, Birdwatching"
327,175,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Pooja,"City, Historical",Female,1,1,2,"['City', 'Historical']",50,24340,10,Cold,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
628,631,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Saanvi,"Beaches, Historical",Female,1,2,3,"['Beaches', 'Historical']",47,29457,6,Cold,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
834,575,2,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,3.0,Vivaan,"City, Historical",Male,2,1,3,"['City', 'Historical']",27,26166,9,Tropical,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
303,849,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,1.0,Riya,"City, Historical",Female,2,2,4,"['City', 'Historical']",33,77284,10,Humid,Cultural,Nature in Kerala,"Boating, Birdwatching"
636,139,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Tanvi,"City, Historical",Female,2,2,4,"['City', 'Historical']",26,42888,9,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
69,92,2,Goa Beaches,Goa,Beach,Nov-Mar,,Arjun,"City, Historical",Male,1,0,1,"['City', 'Historical']",55,17489,4,Cold,Cultural,Beach in Goa,"Sunbathing, Surfing"
107,130,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,2.6666666666666665,Riya,"Nature, Adventure",Female,1,1,2,"['Nature', 'Adventure']",44,11620,8,Tropical,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
866,589,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Ritvik,"Nature, Adventure",Male,2,2,4,"['Nature', 'Adventure']",49,27300,6,Moderate,Explorer,Nature in Kerala,"Boating, Birdwatching"
60,320,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Hitesh,"City, Historical",Male,2,1,3,"['City', 'Historical']",35,55386,7,Humid,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
461,329,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Saanvi,"Nature, Adventure",Female,1,0,1,"['Nature', 'Adventure']",58,6426,7,Cold,Explorer,Nature in Kerala,"Boating, Birdwatching"
594,340,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Tanvi,"City, Historical",Female,1,0,1,"['City', 'Historical']",24,11158,4,Tropical,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
344,565,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,2.5,Ritvik,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",46,28740,8,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
331,723,2,Jaipur City,Rajasthan,City,Oct-Mar,,Rohan,"Beaches, Historical",Male,1,2,3,"['Beaches', 'Historical']",45,54129,4,Tropical,Relaxed,City in Rajasthan,"Shopping, Nightlife"
855,371,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,5.0,Pooja,"City, Historical",Female,1,1,2,"['City', 'Historical']",25,30610,8,Humid,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
44,230,2,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Arjun,"Nature, Adventure",Male,2,2,4,"['Nature', 'Adventure']",24,75888,5,Tropical,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
291,675,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Arjun,"City, Historical",Male,2,1,3,"['City', 'Historical']",45,23148,7,Tropical,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
34,886,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,4.0,Meera,"Beaches, Historical",Female,1,2,3,"['Beaches', 'Historical']",43,34290,7,Humid,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
77,803,5,Jaipur City,Rajasthan,City,Oct-Mar,4.5,Arjun,"Nature, Adventure",Male,2,0,2,"['Nature', 'Adventure']",45,35296,10,Moderate,Explorer,City in Rajasthan,"Shopping, Nightlife"
976,611,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.5,Aditya,"Beaches, Historical",Male,1,1,2,"['Beaches', 'Historical']",27,10070,10,Dry,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
556,387,2,Goa Beaches,Goa,Beach,Nov-Mar,4.333333333333333,Aditya,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",57,10722,6,Tropical,Relaxed,Beach in Goa,"Sunbathing, Surfing"
671,94,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.5,Dhruv,"Nature, Adventure",Male,2,2,4,"['Nature', 'Adventure']",39,48856,3,Humid,Explorer,Nature in Kerala,"Boating, Birdwatching"
88,889,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Dhruv,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",32,27525,8,Cold,Relaxed,Nature in Kerala,"Boating, Birdwatching"
934,51,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.5,Saanvi,"Beaches, Historical",Female,2,2,4,"['Beaches', 'Historical']",30,45900,3,Humid,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
653,423,5,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Aarav,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",34,40143,3,Dry,Explorer,City in Rajasthan,"Shopping, Nightlife"
676,824,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,4.0,Karan,"Beaches, Historical",Male,2,0,2,"['Beaches', 'Historical']",44,31530,6,Moderate,Relaxed,Nature in Kerala,"Boating, Birdwatching"
411,975,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,1.6666666666666667,Dhruv,"City, Historical",Male,2,2,4,"['City', 'Historical']",32,66320,10,Moderate,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
323,922,2,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Rohan,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",24,56430,4,Dry,Explorer,Beach in Goa,"Sunbathing, Surfing"
756,766,1,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.0,Arjun,"City, Historical",Male,1,2,3,"['City', 'Historical']",41,21912,8,Dry,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
686,180,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.5,Ritvik,"Nature, Adventure",Male,2,2,4,"['Nature', 'Adventure']",19,45292,6,Cold,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
941,936,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.5,Aditya,"Nature, Adventure",Male,2,2,4,"['Nature', 'Adventure']",28,49688,3,Tropical,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
899,9,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.5,Anika,"Nature, Adventure",Female,1,1,2,"['Nature', 'Adventure']",52,10602,3,Moderate,Explorer,Nature in Kerala,"Boating, Birdwatching"
544,472,4,Goa Beaches,Goa,Beach,Nov-Mar,,Pooja,"Beaches, Historical",Female,1,1,2,"['Beaches', 'Historical']",57,36896,9,Cold,Relaxed,Beach in Goa,"Sunbathing, Surfing"
132,839,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Meera,"City, Historical",Female,2,2,4,"['City', 'Historical']",49,27716,5,Moderate,Cultural,Nature in Kerala,"Boating, Birdwatching"
890,655,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Ishaan,"Nature, Adventure",Male,1,0,1,"['Nature', 'Adventure']",57,5172,6,Tropical,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
944,391,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.6666666666666665,Riya,"Nature, Adventure",Female,2,0,2,"['Nature', 'Adventure']",25,27914,6,Humid,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
438,880,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Pooja,"City, Historical",Female,2,0,2,"['City', 'Historical']",56,20596,7,Dry,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
524,476,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.5,Diya,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",36,67800,8,Cold,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
160,96,1,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,5.0,Aanya,"Beaches, Historical",Female,2,2,4,"['Beaches', 'Historical']",54,56136,9,Tropical,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
288,158,3,Jaipur City,Rajasthan,City,Oct-Mar,,Isha,"City, Historical",Female,1,1,2,"['City', 'Historical']",56,23380,3,Humid,Cultural,City in Rajasthan,"Shopping, Nightlife"
363,152,2,Goa Beaches,Goa,Beach,Nov-Mar,2.0,Anika,"City, Historical",Female,1,0,1,"['City', 'Historical']",59,14725,3,Humid,Cultural,Beach in Goa,"Sunbathing, Surfing"
35,91,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,5.0,Rohan,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",42,52368,4,Dry,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
316,22,5,Goa Beaches,Goa,Beach,Nov-Mar,,Meera,"Beaches, Historical",Female,2,0,2,"['Beaches', 'Historical']",31,17972,6,Moderate,Relaxed,Beach in Goa,"Sunbathing, Surfing"
